the,0
and,1
to,2
he,3
of,4
they,5
you,6
a,7
in,8
for,9
that,10
is,11
not,12
him,13
said,14
will,15
his,16
with,17
him,,18
was,19
it,20
them,,21
be,22
on,23
had,24
were,25
one,26
who,27
them,28
I,29
are,30
but,31
out,32
from,33
Jesus,34
all,35
came,36
have,37
at,38
do,39
your,40
no,41
went,42
when,43
said,,44
what,45
this,46
has,47
into,48
as,49
their,50
up,51
disciples,52
those,53
my,54
or,55
there,56
by,57
saw,58
began,59
asked,60
crowd,61
many,62
man,63
about,64
you,,65
come,66
she,67
God,68
been,69
tell,70
against,71
did,72
say,73
took,74
You,75
heard,76
it,,77
after,78
can,79
if,80
me,81
put,82
so,83
these,84
we,85
Son,86
around,87
away,88
down,89
see,90
some,91
among,92
know,93
Why,94
gave,95
kingdom,96
people,97
two,98
called,99
great,100
house,101
saying,,102
us,103
again,104
also,105
even,106
must,107
sent,108
then,109
before,110
chief,111
first,112
go,113
immediately,114
left,115
may,116
things,117
whole,118
answered,119
because,120
enter,121
give,122
hand,123
him;,124
how,125
scribes,126
told,127
Man,128
The,129
an,130
her,131
made,132
shall,133
three,134
would,135
Jesus,,136
Pharisees,137
another,,138
could,139
father,140
good,141
let,142
mother,143
ordered,144
over,145
still,146
them;,147
want,148
whom,149
Peter,150
any,151
anyone,152
boat,153
brought,154
days,155
done,156
followed,157
like,158
looked,159
name,160
never,161
priests,162
say,,163
saying,164
sitting,165
take,166
way,167
God,,168
Lord,169
Teacher,,170
What,171
anything,172
ask,173
cast,174
day,175
disciples,,176
entered,177
hands,178
hear,179
high,180
laid,181
large,182
little,183
looking,184
me,,185
more,186
other,187
place,188
right,189
sat,190
this,,191
unclean,192
very,193
Do,194
He,195
James,196
John,197
John,,198
begged,199
believe,200
does,201
eat,202
fell,203
found,204
given,205
going,206
her,,207
its,208
spirit,209
than,210
through,211
while,212
Herod,213
How,214
Mary,215
am,216
authority,217
become,218
bring,219
broke,220
brother,221
child,222
coming,223
everything,224
except,225
gathered,226
him.<eos>And,227
him.<eos>But,228
him.<eos>Then,229
himself,230
human,231
is,,232
might,233
much,234
nothing,235
ones,236
rise,237
sea,,238
seven,239
testimony,240
until,241
up,,242
whatever,243
where,244
which,245
It,246
King,247
This,248
Truly,249
Who,250
able,251
ahead,252
another,253
came,,254
cannot,255
children,256
come,,257
comes,258
crowd,,259
drink,260
get,261
got,262
head,263
heaven,,264
here,265
him.<eos>He,266
kill,267
lawful,268
life,269
man,,270
once,271
only,272
power,273
region,274
scribes,,275
seed,276
send,277
should,278
son,279
sown,280
spoke,281
stood,282
such,283
taken,284
teach,285
twelve,286
under,287
walking,288
whoever,289
wine,290
word,291
Elijah,292
Have,293
Is,294
Let,295
again,,296
already,297
arrest,298
better,299
blind,300
boat,,301
body,302
brothers,303
commandment,304
cut,305
dead,306
destroy,307
doing,308
earth,309
evil,310
follow,311
handed,312
hands,,313
heart,,314
him.<eos>When,315
house,,316
indeed,317
keep,318
led,319
loaves,320
longer,321
make,322
money,323
new,324
off,325
others,326
out,,327
pass,328
priests,,329
proclaimed,330
puts,331
ran,332
replied,,333
sake,334
save,335
since,336
sins,337
speak,338
temple,339
temple,,340
them.<eos>And,341
thrown,342
touch,343
touched,344
twelve,,345
understand,346
upon,347
without,348
woman,349
Are,350
Go,351
If,352
Jerusalem,,353
Moses,354
My,355
Passover,356
Peter,,357
Pilate,358
Simon,359
We,360
Whoever,361
and,,362
appeared,363
ate,364
back,365
baskets,366
beat,367
being,368
betray,369
broken,370
clothes,371
cock,372
cried,373
crucified,374
cup,375
daughter,376
day,,377
days,,378
death;,379
deny,380
deserted,381
divided,382
evening,383
eyes,384
faith,385
false,386
fig,387
five,388
forth,389
four,390
full,391
goes,392
hour,393
it.<eos>And,394
it.<eos>Then,395
it;,396
king,397
leaving,398
linen,399
long,400
love,401
married,402
mat,403
me.<eos>For,404
near,405
news,406
nor,407
ointment,408
order,409
outside,,410
over,,411
pieces,412
priest,413
receive,414
sabbath,415
set,416
sick,417
slave,418
someone,419
sternly,420
stone,421
synagogue,,422
taking,423
talking,424
tax,425
teaching,426
tenants,427
themselves,428
there,,429
tree,430
villages,431
welcomes,432
wherever,433
whether,434
withered,435
word,,436
yet,437
you.<eos>And,438
Barabbas,439
Come,440
Holy,441
James,,442
Jerusalem,443
Jesus.<eos>Then,444
Johns,445
Judas,446
Look,,447
Magdalene,,448
Moses,,449
Mount,450
Satan,451
Son,,452
Then,453
Where,454
Your,455
afraid,456
allowed,457
always,458
amazed,459
arguing,460
aside,461
baptism,462
baptized,463
bear,464
becomes,465
beginning,466
beside,467
betrayed,468
beyond,469
boy,470
bread,471
bread,,472
bridegroom,473
bystanders,474
call,475
causes,476
cloak;,477
colt,478
cured,479
dead,,480
deeply,481
demon,482
demons,483
early,484
ears,485
eating,486
elders,,487
end,488
eternal,489
eye,490
fail,491
feet,492
find,493
following,494
forgive,495
greatly,496
grew,497
ground,,498
heart,499
hearts,500
itself,,501
jar,502
kept,503
knowing,504
lay,505
lead,506
leaders,507
leave,508
loaves,,509
lose,510
mercy,511
more,,512
mother,,513
mountain,514
need,515
neither,516
now,517
one;,518
our,519
outside,520
own,521
parables,,522
passed,523
person,524
place,,525
poor,526
proclaim,527
read,528
reason,529
rebuked,530
release,531
rolled,532
room,533
rushed,534
sabbath,,535
sea,536
season,537
second,538
seen,539
seized,540
shouted,541
show,542
sign,543
signs,544
sisters,545
sit,546
something,547
soon,548
spirits,549
stand,550
stop,551
stumble,,552
sun,553
them.<eos>As,554
them.<eos>But,555
though,556
thousand,,557
threw,558
time,559
tradition,560
trouble,561
truly,562
two,,563
voice,,564
whose,565
why,566
widow,567
wife,568
wind,569
written,570
you.<eos>So,571
you;,572
(that,573
(to,574
Be,575
Bethany,576
Bethany,,577
Beware,578
But,579
Crucify,580
David,,581
Elijah.<eos>And,582
Eloi,,583
Even,584
Father,585
For,586
From,587
Galilee;,588
Herodians,589
Herodias,590
Honor,591
Iscariot,,592
Joseph,593
Joses,594
Judea,595
Messiah,,596
Nazareth,,597
Rabbi,,598
Seven.<eos>Then,599
Simon,,600
Take,601
They,602
Unleavened,603
Whatever,604
according,605
account,606
across,607
alarmed;,608
alert;,609
along,610
angels,611
anointed,612
answered,,613
apart,,614
appointed,615
argued,616
arms,,617
arrested,618
ashamed,619
asking,620
asleep,621
astounded,622
awake,623
aware,624
away,,625
away.<eos>And,626
bed,,627
beforehand,628
behind,629
betrayer,630
birds,631
blessed,632
blessing,633
body,,634
bought,635
bound,636
bowed,637
breathed,638
bringing,639
build,640
buy,641
calling,642
carry,643
casting,644
centurion,,645
child,,646
children;,647
childrens,648
city,,649
cloak,,650
cloaks,651
cloth,652
cloth,,653
clothed,654
cloud,655
clouds,656
collectors,657
command,658
commits,659
compassion,660
country,661
courtyard,662
cross,663
crossed,664
crows,665
dead;,666
deaf,667
deed,668
defile,,669
defiled,670
demoniac,671
denied,672
died,,673
dies,,674
distance,,675
distressed,676
divorce,677
divorces,678
doing,,679
drink,,680
dug,681
during,682
each,683
ears,,684
eat,,685
eating,,686
elders,687
ends,688
enters,,689
evening,,690
everyone,691
far,692
fast,693
feared,694
festival,695
few,696
filled,697
filled;,698
fire,699
foot,700
forward,701
fruit,702
generation,703
generation,,704
getting,705
girl,706
girl,,707
giving,708
go,,709
gone,710
governors,711
grain,712
greater,713
ground,714
groups,715
happened,716
hard,717
hardness,718
having,719
head.<eos>But,720
heads,721
healed,722
heaven,723
hell,,724
help,725
her.<eos>But,726
him.<eos>A,727
him.<eos>On,728
himself,,729
hold,730
holy,731
home,732
home,,733
hometown,,734
hundred,735
hungry,736
joined,737
journey,,738
just,739
killed,,740
knelt,741
lack,742
land,743
last,744
last,,745
late,,746
leader,747
leaves,,748
listen,749
live,750
loaf,751
look,752
lord,753
loud,754
makes,755
man;,756
mans,757
marketplaces,,758
marries,759
marry,760
me.<eos>And,761
me.<eos>They,762
me;,763
means,764
means,,765
measure,766
mind,,767
mocking,768
morning,769
morning,,770
mountain,,771
named,772
neighbor,773
now,,774
oclock,775
off;,776
often,777
old,778
opportunity,779
opposite,780
others,,781
others;,782
otherwise,,783
out;,784
overcome,785
owner,786
parable,787
paralytic,,788
pay,789
places,790
pleased,,791
point,792
possible,,793
poured,794
powers,795
preparations,796
pressed,797
priest,,798
priest;,799
prison,800
privately,,801
produce,802
prophets,803
purple,804
putting,805
questioning,806
questions,807
quite,808
raise,809
raised,810
realized,811
recognized,812
refuse,813
regard,814
remembered,815
reported,816
respect,817
restrain,818
returned,819
rich,820
righteous,821
risen,822
road,,823
rocky,824
root,,825
salt,826
same,827
saved;,828
says,829
scriptures,830
seats,831
seeing,832
setting,833
shackles,834
sheep,835
short,836
side,,837
sighed,838
sight,839
sinners,840
sixty,841
small,842
sold,843
sower,844
spat,845
speaking,846
speaking,,847
spit,848
sprang,849
spread,850
stand.<eos>And,851
standing,852
strike,853
strong,854
struck,855
suffering,,856
swine,857
swine;,858
swords,859
swore,860
taught,861
tear,862
test,863
thanks,864
that,,865
them.<eos>So,866
them.<eos>When,867
third,868
thirty,869
thorns,870
thousand,871
thus,872
tied,873
time,,874
together,875
together,,876
tomb,,877
tombs,878
top,879
towards,880
turn,881
twice,,882
unless,883
untying,884
used,885
utterly,886
vineyard,887
walk,888
wanted,889
warming,890
wash,891
washing,892
watched,893
water,894
week,,895
well,,896
well.<eos>Immediately,897
well;,898
whenever,899
wife,,900
wind,,901
wishes,902
within,,903
woke,904
women,905
words,906
world,907
world,,908
worth,909
wrote,910
yeast,911
you.<eos>But,912
young,913
yourselves,,914
(let,915
(she,916
(which,917
-he,918
-this,919
Abba,,920
Abiathar,921
Abraham,,922
Aha!<eos>You,923
Alexander,924
Alphaeus,925
Alphaeus,,926
And,927
Andrew,928
Andrew,,929
Arimathea,,930
Ask,931
Baptist,932
Baptist;,933
Bartholomew,,934
Bartimaeus,935
Because,936
Beelzebul,,937
Before,938
Beloved;,939
Bethphage,940
Bethsaida,,941
Bethsaida.<eos>Some,942
Blessed,943
Boanerges,,944
Bread,,945
Bread.<eos>The,946
By,947
Caesarea,948
Call,949
Can,950
Cananaean,,951
Capernaum,952
Capernaum;,953
Certainly,954
Children,,955
Christ,956
Corban,957
Cyrene,,958
Dalmanutha.<eos>The,959
Daughter,,960
David,961
David!<eos>Hosanna,962
David?<eos>David,963
Decapolis,964
Decapolis.<eos>They,965
Elijah.<eos>He,966
Elijah;,967
Ephphatha,,968
Father,,969
Father.<eos>Beware,,970
Five,,971
Follow,972
Galilean.<eos>But,973
Galilee,974
Galilee,,975
Galilee.<eos>He,976
Galilee.<eos>Peter,977
Galilee.<eos>When,978
Gennesaret,979
Gentile,,980
Gentiles,981
Gentiles;,982
Gerasenes.<eos>And,983
Get,984
Gethsemane;,985
Give,986
Go;,987
God!<eos>And,988
God!<eos>But,989
God!<eos>It,990
God)-,991
God.<eos>After,992
God.<eos>And,993
God.<eos>They,994
God.<eos>Truly,995
God.<eos>When,996
God;,997
God?<eos>For,998
God?<eos>I,999
Gods,1000
Gods.<eos>And,1001
Golgotha,1002
Good,1003
Grant,1004
Hail,,1005
Hear,,1006
Here,1007
Herod,,1008
Herod.<eos>They,1009
Herodias,,1010
High,1011
I;,1012
I?<eos>He,1013
Idumea,,1014
Isaac,,1015
Isaiah,1016
Israel,,1017
Israel:,1018
Jacob?<eos>He,1019
Jairus,1020
James.<eos>When,1021
Jericho,,1022
Jericho.<eos>As,1023
Jerusalem.<eos>And,1024
Jerusalem.<eos>As,1025
Jerusalem.<eos>When,1026
Jesus.<eos>As,1027
Jews!<eos>They,1028
Jews,,1029
Jews.<eos>And,1030
Jews?<eos>For,1031
Jews?<eos>He,1032
Jews?<eos>They,1033
John.<eos>So,1034
Jordan,,1035
Jordan.<eos>And,1036
Joseph.<eos>Then,1037
Joses,,1038
Judas,,1039
Judea,,1040
Keep,1041
Legion;,1042
Levi,1043
Levis,1044
Listen,1045
Listen!<eos>A,1046
Listen,,1047
Little,1048
Look!<eos>Here,1049
Look!<eos>There,1050
Lord!<eos>Blessed,1051
Lord,<eos>Sit,1052
Lord;,1053
Lords,1054
Magdalene,1055
Man,,1056
Man<eos>seated,1057
Matthew,,1058
May,1059
Messiah,1060
Messiah!<eos>or,1061
Messiah.<eos>And,1062
Most,1063
Nazareth.<eos>But,1064
Neither,1065
Not,1066
O,1067
Of,1068
Olives,1069
Olives,,1070
Olives.<eos>And,1071
One?<eos>Jesus,1072
Passover?<eos>So,1073
Pay,1074
Peace!<eos>Be,1075
Peter);,1076
Pharisees,,1077
Philip,,1078
Philippi;,1079
Philips,1080
Pilate,,1081
Pilate.<eos>Pilate,1082
Power,<eos>and,1083
Preparation,,1084
Presence,,1085
Prophesy!<eos>The,1086
Prophets,1087
Rabbi!<eos>and,1088
Rufus.<eos>Then,1089
Sadducees,,1090
Salome,1091
Salome.<eos>These,1092
Satan!<eos>For,1093
Satan?<eos>If,1094
Sea,1095
See,,1096
Send,1097
Sidon,1098
Sidon.<eos>He,1099
Sir,,1100
Sit,1101
So,1102
Son!<eos>There,1103
Sons,1104
Spirit,1105
Spirit,,1106
Spirit.<eos>Brother,1107
Stand,1108
Stretch,1109
Surely,,1110
Syrophoenician,1111
Take;,1112
Talitha,1113
Teacher,1114
Teacher;,1115
Tell,1116
Thaddaeus,,1117
Thomas,,1118
Those,1119
Thunder);,1120
Timaeus,,1121
To,1122
Twelve.<eos>And,1123
Tyre,1124
Tyre,,1125
Tyre.<eos>He,1126
Wait,,1127
Watch,1128
When,1129
Wherever,1130
Which,1131
Whose,1132
Why,,1133
With,1134
Zebedee,1135
Zebedee,,1136
abandon,1137
able!<eos>-All,1138
able.<eos>Then,1139
about,,1140
about.<eos>And,1141
about.<eos>At,1142
above,1143
abundance;,1144
accept,1145
accompanied,1146
accompany,1147
accomplished?<eos>Then,1148
accordance,1149
accuse,1150
accused,1151
adjure,1152
adulterous,1153
adultery,1154
adultery,,1155
adultery.<eos>People,1156
adultery;,1157
adverse,1158
afraid.<eos>He,1159
afraid.<eos>Now,1160
afraid.<eos>Then,1161
afraid.<eos>Those,1162
afraid?<eos>Have,1163
afternoon.<eos>At,1164
afterward,1165
again!<eos>After,1166
again.<eos>And,1167
again.<eos>But,1168
again.<eos>He,1169
again.<eos>James,1170
again.<eos>Jesus,1171
again;,1172
age,1173
age).<eos>At,1174
age-houses,,1175
agitated.<eos>And,1176
agree.<eos>Some,1177
agree.<eos>Then,1178
air,1179
alabaster,1180
alarmed.<eos>But,1181
alive,1182
all.<eos>And,1183
all.<eos>For,1184
all.<eos>Then,1185
all:,1186
all?<eos>Jesus,1187
allow,1188
alone,1189
alone,,1190
alone.<eos>You,1191
alone;,1192
alone?<eos>At,1193
along,,1194
also,,1195
am;,1196
am?<eos>And,1197
am?<eos>Peter,1198
amazed,,1199
amazed.<eos>Now,1200
amazed.<eos>When,1201
amazement,1202
amazement.<eos>He,1203
amazing,1204
ancestor,1205
and<eos>you,1206
angels,,1207
angels.<eos>And,1208
anger,,1209
anger;,1210
angry,1211
anoint,1212
another.<eos>He,1213
another;,1214
answer,1215
answer.<eos>Again,1216
answer?<eos>See,1217
answer?<eos>What,1218
anyone,,1219
anyone;,1220
anything,,1221
anything?<eos>And,1222
apostles,1223
apostles,,1224
appear,1225
appearance,1226
approaching,1227
argue,1228
arises,1229
arose,,1230
around,,1231
arrived,1232
arrived;,1233
ashore,,1234
asked,,1235
asked.<eos>Now,1236
asking.<eos>Are,1237
asks,,1238
asleep?<eos>Could,1239
assembled.<eos>Peter,1240
astounded,,1241
astounded.<eos>They,1242
astray,,1243
astray.<eos>Many,1244
astray.<eos>When,1245
attention,1246
avarice,,1247
awake-for,1248
awake.<eos>And,1249
awake.<eos>It,1250
away.<eos>But,1251
away.<eos>He,1252
away.<eos>Other,1253
away.<eos>Then,1254
away;,1255
awe,1256
awe,,1257
back,,1258
back.<eos>As,1259
bag,,1260
bandit?<eos>Day,1261
bandits,,1262
bank,1263
banquet,1264
banquets!<eos>They,1265
baptized,,1266
baptized;,1267
baptizer,1268
baptizer.<eos>Immediately,1269
basket,,1270
be,,1271
be.<eos>And,1272
be?<eos>For,1273
beat,,1274
beaten,1275
became,1276
becoming,1277
beg,1278
beggar,,1279
beheaded,1280
beheaded,,1281
behind,,1282
believe.<eos>He,1283
believe.<eos>Those,1284
believe:,1285
believe;,1286
believed,1287
believes,1288
believes.<eos>Immediately,1289
belongs.<eos>Truly,1290
beloved,1291
below,1292
belts;,1293
besides,1294
best,1295
betrayed!<eos>It,1296
better,,1297
beware;,1298
birthday,1299
birthpangs.<eos>As,1300
blasphemes,1301
blasphemies,1302
blasphemy!<eos>What,1303
blasphemy!<eos>Who,1304
bleach,1305
blindfold,1306
block,1307
blood,1308
boat.<eos>And,1309
boat.<eos>When,1310
boats,1311
body.<eos>Then,1312
boldly,1313
book,1314
booth,,1315
born.<eos>While,1316
bottom.<eos>Now,1317
bowl,1318
boy,,1319
branch,1320
branches,1321
branches,,1322
bread.<eos>And,1323
bread;,1324
bread?<eos>Do,1325
bronze,1326
brother.<eos>There,1327
brothers!<eos>Whoever,1328
brothers;,1329
brothers?<eos>And,1330
bruising,1331
builders,1332
buildings!<eos>Then,1333
buildings?<eos>Not,1334
built,1335
burial.<eos>Truly,1336
burnt,1337
burst,1338
bush,,1339
bushel,1340
buying,1341
by,,1342
by.<eos>But,1343
by.<eos>When,1344
bystanders,,1345
calls,1346
calm.<eos>He,1347
came;,1348
camel,1349
care,1350
cares,1351
carpenter,,1352
carried,1353
carrying,1354
casts,1355
caught,1356
cautioned,1357
ceased,,1358
ceased.<eos>And,1359
centurion,1360
certain,1361
certificate,1362
chain;,1363
chains,1364
chains,,1365
changers,1366
charge,1367
charge,,1368
charges,1369
childhood.<eos>It,1370
children,,1371
children.<eos>Last,1372
childs,1373
choke,1374
choked,1375
chose,,1376
cities,1377
city,1378
city.<eos>In,1379
clean.),1380
clearly.<eos>Then,1381
cloak,1382
cloth.<eos>They,1383
clothes,,1384
clothes?<eos>And,1385
clubs,1386
clubs,,1387
coat.<eos>Woe,1388
cockcrow,,1389
cohort.<eos>And,1390
coins,,1391
collect,1392
collect?<eos>And,1393
collect?<eos>They,1394
collectors,,1395
colt?<eos>They,1396
come.<eos>But,1397
come.<eos>For,1398
come.<eos>He,1399
come.<eos>It,1400
come:,1401
come;,1402
commandments:,1403
commands,1404
commit,1405
committed,1406
commotion,1407
commotion,,1408
companions,1409
companions.<eos>Then,1410
compare,1411
compelled,1412
condemn,1413
condemnation.<eos>He,1414
condemned,1415
condemned.<eos>And,1416
confirmed,1417
conspired,1418
consultation,1419
contempt?<eos>But,1420
contributed,1421
contributing,1422
convulsed,1423
convulsing,1424
copper,1425
cornerstone;<eos>this,1426
corpse,,1427
costly,1428
could;,1429
council,1430
council,,1431
council.<eos>They,1432
councils;,1433
country,,1434
country.<eos>And,1435
country.<eos>Now,1436
country.<eos>Then,1437
country.<eos>When,1438
courtiers,1439
courtyard,,1440
covenant,,1441
created,1442
creation,1443
creation,,1444
creation.<eos>The,1445
cross!<eos>In,1446
cross;,1447
crowd.<eos>After,1448
crowd.<eos>So,1449
crowd.<eos>They,1450
crowd;,1451
crowds,1452
crowed,1453
crowed.<eos>And,1454
crown,,1455
crucified.<eos>He,1456
crucified.<eos>Then,1457
crucify,1458
crumbs.<eos>Then,1459
crush,1460
cry,1461
crying,1462
cum,,1463
cup,,1464
cups,,1465
cure,1466
curse,,1467
cursed,1468
curtain,1469
cushion;,1470
custom,,1471
custom.<eos>Then,1472
cutting,1473
danced,,1474
dared,1475
darkened,<eos>and,1476
darkness,1477
dashes,1478
daughter.<eos>He,1479
daughter.<eos>So,1480
dawn,,1481
day.<eos>No,1482
days!<eos>Pray,1483
days.<eos>And,1484
dazzling,1485
dead.<eos>But,1486
dead.<eos>So,1487
dead.<eos>Why,1488
deadly,1489
death,1490
death,,1491
death.<eos>Come,1492
death.<eos>Some,1493
deceit,,1494
decide,1495
decision?<eos>All,1496
declared,1497
declared,<eos>The,1498
deeds,1499
deference,1500
defile,1501
defile.<eos>When,1502
defiles.<eos>For,1503
defraud;,1504
delight.<eos>As,1505
demons,,1506
demons.<eos>And,1507
